GenOpt(R) Version 3.1.1, March 29, 2016

Lawrence Berkeley National Laboratory
http://simulationresearch.lbl.gov
Michael Wetter, MWetter@lbl.gov

GenOpt Copyright (c) 1998-2016, The Regents of the
University of California, through Lawrence Berkeley
National Laboratory (subject to receipt of any 
required approvals from the U.S. Dept. of Energy).
All rights reserved.
_______________________________________________________________

Results of GPSHookeJeeves algorithm
Start time: Thu Oct 26 09:30:01 EET 2017

All Iterations


Simulation Number	Main Iteration	Sub Iteration	Step Number	f(x)	c1	c2	cs1	cs2	RPar	RSer
189	23	9	1	0.3972064252169387	0.005425	6.56E-4	0.7753	0.003753	275.3	0.00464	Global search reduced cost.
190	24	1	1	0.3914635109049429	0.005426	6.5E-4	0.7775	0.003775	277.5	0.00453	Exploration base, Delta = 1.0.
191	24	2	1	0.3914757957709088	0.005425	6.5E-4	0.7775	0.003775	277.5	0.00453	Cost not reduced at c1-dc1.
192	24	3	1	0.3914826712635926	0.005427	6.5E-4	0.7775	0.003775	277.5	0.00453	Cost not reduced at c1+dc1.
193	24	4	1	0.39146163139804985	0.005426	6.49E-4	0.7775	0.003775	277.5	0.00453	Cost reduced     at c2-dc2.
194	24	5	1	0.3913687289057894	0.005426	6.49E-4	0.7776	0.003775	277.5	0.00453	Cost reduced     at cs1+dcs1.
195	24	6	1	0.39124752133661883	0.005426	6.49E-4	0.7776	0.003776	277.5	0.00453	Cost reduced     at cs2+dcs2.
196	24	7	1	0.391247122013823	0.005426	6.49E-4	0.7776	0.003776	277.6	0.00453	Cost reduced     at RPar+dRPar.
197	24	8	1	0.39109613365397405	0.005426	6.49E-4	0.7776	0.003776	277.6	0.00452	Cost reduced     at RSer-dRSer.
197	24	9	1	0.39109613365397405	0.005426	6.49E-4	0.7776	0.003776	277.6	0.00452	Global search reduced cost.
198	25	1	1	0.38549265432647545	0.005427	6.42E-4	0.7799	0.003799	279.9	0.0044	Exploration base, Delta = 1.0.
199	25	2	1	0.38552209863179054	0.005426	6.42E-4	0.7799	0.003799	279.9	0.0044	Cost not reduced at c1-dc1.
200	25	3	1	0.38551905065839276	0.005428	6.42E-4	0.7799	0.003799	279.9	0.0044	Cost not reduced at c1+dc1.
201	25	4	1	0.3854965346922046	0.005427	6.41E-4	0.7799	0.003799	279.9	0.0044	Cost not reduced at c2-dc2.
202	25	5	1	0.38549515836289566	0.005427	6.43E-4	0.7799	0.003799	279.9	0.0044	Cost not reduced at c2+dc2.
203	25	6	1	0.3853952387428607	0.005427	6.42E-4	0.78	0.003799	279.9	0.0044	Cost reduced     at cs1+dcs1.
204	25	7	1	0.3853154255848837	0.005427	6.42E-4	0.78	0.0038	279.9	0.0044	Cost reduced     at cs2+dcs2.
205	25	8	1	0.38531504936059835	0.005427	6.42E-4	0.78	0.0038	280.0	0.0044	Cost reduced     at RPar+dRPar.
206	25	9	1	0.3851881041720347	0.005427	6.42E-4	0.78	0.0038	280.0	0.00439	Cost reduced     at RSer-dRSer.
206	25	10	1	0.3851881041720347	0.005427	6.42E-4	0.78	0.0038	280.0	0.00439	Global search reduced cost.
207	26	1	1	0.3796999566333895	0.005428	6.35E-4	0.7824	0.003824	282.4	0.00426	Exploration base, Delta = 1.0.
208	26	2	1	0.379720337978767	0.005427	6.35E-4	0.7824	0.003824	282.4	0.00426	Cost not reduced at c1-dc1.
209	26	3	1	0.37973538711471355	0.005429	6.35E-4	0.7824	0.003824	282.4	0.00426	Cost not reduced at c1+dc1.
210	26	4	1	0.3797006380507009	0.005428	6.34E-4	0.7824	0.003824	282.4	0.00426	Cost not reduced at c2-dc2.
211	26	5	1	0.37970577032937675	0.005428	6.36E-4	0.7824	0.003824	282.4	0.00426	Cost not reduced at c2+dc2.
212	26	6	1	0.379597559594003	0.005428	6.35E-4	0.7825	0.003824	282.4	0.00426	Cost reduced     at cs1+dcs1.
213	26	7	1	0.3794996878754964	0.005428	6.35E-4	0.7825	0.003825	282.4	0.00426	Cost reduced     at cs2+dcs2.
214	26	8	1	0.3794993420665322	0.005428	6.35E-4	0.7825	0.003825	282.5	0.00426	Cost reduced     at RPar+dRPar.
215	26	9	1	0.37962085778383997	0.005428	6.35E-4	0.7825	0.003825	282.5	0.00425	Cost not reduced at RSer-dRSer.
216	26	10	1	0.37953410059894105	0.005428	6.35E-4	0.7825	0.003825	282.5	0.00427	Cost not reduced at RSer+dRSer.
214	26	11	1	0.3794993420665322	0.005428	6.35E-4	0.7825	0.003825	282.5	0.00426	Global search reduced cost.
217	27	1	1	0.37437754288076536	0.005429	6.28E-4	0.785	0.00385	285.0	0.00413	Exploration base, Delta = 1.0.
218	27	2	1	0.3745503589949403	0.005428	6.28E-4	0.785	0.00385	285.0	0.00413	Cost not reduced at c1-dc1.
219	27	3	1	0.37439830777650657	0.00543	6.28E-4	0.785	0.00385	285.0	0.00413	Cost not reduced at c1+dc1.
220	27	4	1	0.3743834362618361	0.005429	6.27E-4	0.785	0.00385	285.0	0.00413	Cost not reduced at c2-dc2.
221	27	5	1	0.3743782516820833	0.005429	6.29E-4	0.785	0.00385	285.0	0.00413	Cost not reduced at c2+dc2.
222	27	6	1	0.37427249735737955	0.005429	6.28E-4	0.7851	0.00385	285.0	0.00413	Cost reduced     at cs1+dcs1.
223	27	7	1	0.37416423900667717	0.005429	6.28E-4	0.7851	0.003851	285.0	0.00413	Cost reduced     at cs2+dcs2.
224	27	8	1	0.3741639060865562	0.005429	6.28E-4	0.7851	0.003851	285.1	0.00413	Cost reduced     at RPar+dRPar.
225	27	9	1	0.3741974353517188	0.005429	6.28E-4	0.7851	0.003851	285.1	0.00412	Cost not reduced at RSer-dRSer.
226	27	10	1	0.374223116707395	0.005429	6.28E-4	0.7851	0.003851	285.1	0.00414	Cost not reduced at RSer+dRSer.
224	27	11	1	0.3741639060865562	0.005429	6.28E-4	0.7851	0.003851	285.1	0.00413	Global search reduced cost.
227	28	1	1	0.36931208747404703	0.00543	6.21E-4	0.7877	0.003877	287.7	0.004	Exploration base, Delta = 1.0.
228	28	2	1	0.3693532859428388	0.005429	6.21E-4	0.7877	0.003877	287.7	0.004	Cost not reduced at c1-dc1.
229	28	3	1	0.3691811547557681	0.005431	6.21E-4	0.7877	0.003877	287.7	0.004	Cost reduced     at c1+dc1.
230	28	4	1	0.36917178865610667	0.005431	6.2E-4	0.7877	0.003877	287.7	0.004	Cost reduced     at c2-dc2.
231	28	5	1	0.3690636324158408	0.005431	6.2E-4	0.7878	0.003877	287.7	0.004	Cost reduced     at cs1+dcs1.
232	28	6	1	0.368941886529872	0.005431	6.2E-4	0.7878	0.003878	287.7	0.004	Cost reduced     at cs2+dcs2.
233	28	7	1	0.36894158357831713	0.005431	6.2E-4	0.7878	0.003878	287.8	0.004	Cost reduced     at RPar+dRPar.
234	28	8	1	0.3688716456187645	0.005431	6.2E-4	0.7878	0.003878	287.8	0.00399	Cost reduced     at RSer-dRSer.
234	28	9	1	0.3688716456187645	0.005431	6.2E-4	0.7878	0.003878	287.8	0.00399	Global search reduced cost.
235	29	1	1	0.3644608746736027	0.005433	6.12E-4	0.7905	0.003905	290.5	0.00385	Exploration base, Delta = 1.0.
236	29	2	1	0.3645751226597056	0.005434	6.12E-4	0.7905	0.003905	290.5	0.00385	Cost not reduced at c1+dc1.
237	29	3	1	0.36454822759248434	0.005432	6.12E-4	0.7905	0.003905	290.5	0.00385	Cost not reduced at c1-dc1.
238	29	4	1	0.36444061089239116	0.005433	6.11E-4	0.7905	0.003905	290.5	0.00385	Cost reduced     at c2-dc2.
239	29	5	1	0.3643280015304912	0.005433	6.11E-4	0.7906	0.003905	290.5	0.00385	Cost reduced     at cs1+dcs1.
240	29	6	1	0.3641869162194881	0.005433	6.11E-4	0.7906	0.003906	290.5	0.00385	Cost reduced     at cs2+dcs2.
241	29	7	1	0.36418665321340626	0.005433	6.11E-4	0.7906	0.003906	290.6	0.00385	Cost reduced     at RPar+dRPar.
242	29	8	1	0.36441491642326584	0.005433	6.11E-4	0.7906	0.003906	290.6	0.00384	Cost not reduced at RSer-dRSer.
243	29	9	1	0.3641391993297177	0.005433	6.11E-4	0.7906	0.003906	290.6	0.00386	Cost reduced     at RSer+dRSer.
243	29	10	1	0.3641391993297177	0.005433	6.11E-4	0.7906	0.003906	290.6	0.00386	Global search reduced cost.
244	30	1	1	0.36018791436765835	0.005435	6.02E-4	0.7934	0.003934	293.4	0.00373	Exploration base, Delta = 1.0.
245	30	2	1	0.3601263326230202	0.005436	6.02E-4	0.7934	0.003934	293.4	0.00373	Cost reduced     at c1+dc1.
246	30	3	1	0.3602397609685975	0.005436	6.01E-4	0.7934	0.003934	293.4	0.00373	Cost not reduced at c2-dc2.
247	30	4	1	0.3601639581304906	0.005436	6.03E-4	0.7934	0.003934	293.4	0.00373	Cost not reduced at c2+dc2.
248	30	5	1	0.36001213054597453	0.005436	6.02E-4	0.7935	0.003934	293.4	0.00373	Cost reduced     at cs1+dcs1.
249	30	6	1	0.35985987209873915	0.005436	6.02E-4	0.7935	0.003935	293.4	0.00373	Cost reduced     at cs2+dcs2.
250	30	7	1	0.3598596439401858	0.005436	6.02E-4	0.7935	0.003935	293.5	0.00373	Cost reduced     at RPar+dRPar.
251	30	8	1	0.359784074174044	0.005436	6.02E-4	0.7935	0.003935	293.5	0.00374	Cost reduced     at RSer+dRSer.
251	30	9	1	0.359784074174044	0.005436	6.02E-4	0.7935	0.003935	293.5	0.00374	Global search reduced cost.
252	31	1	1	0.35558650021041316	0.005439	5.93E-4	0.7964	0.003964	296.4	0.00362	Exploration base, Delta = 1.0.
253	31	2	1	0.3557484978344486	0.00544	5.93E-4	0.7964	0.003964	296.4	0.00362	Cost not reduced at c1+dc1.
254	31	3	1	0.3556130025287511	0.005438	5.93E-4	0.7964	0.003964	296.4	0.00362	Cost not reduced at c1-dc1.
255	31	4	1	0.35554498761470565	0.005439	5.92E-4	0.7964	0.003964	296.4	0.00362	Cost reduced     at c2-dc2.
256	31	5	1	0.3554317104404916	0.005439	5.92E-4	0.7965	0.003964	296.4	0.00362	Cost reduced     at cs1+dcs1.
257	31	6	1	0.3552755218429511	0.005439	5.92E-4	0.7965	0.003965	296.4	0.00362	Cost reduced     at cs2+dcs2.
258	31	7	1	0.3552753073216206	0.005439	5.92E-4	0.7965	0.003965	296.5	0.00362	Cost reduced     at RPar+dRPar.
259	31	8	1	0.35487625093073066	0.005439	5.92E-4	0.7965	0.003965	296.5	0.00363	Cost reduced     at RSer+dRSer.
259	31	9	1	0.35487625093073066	0.005439	5.92E-4	0.7965	0.003965	296.5	0.00363	Global search reduced cost.
260	32	1	1	0.35054988104271084	0.005442	5.82E-4	0.7995	0.003995	299.5	0.00352	Exploration base, Delta = 1.0.
261	32	2	1	0.3505947262939282	0.005443	5.82E-4	0.7995	0.003995	299.5	0.00352	Cost not reduced at c1+dc1.
262	32	3	1	0.350535790404219	0.005441	5.82E-4	0.7995	0.003995	299.5	0.00352	Cost reduced     at c1-dc1.
263	32	4	1	0.35046884255103816	0.005441	5.81E-4	0.7995	0.003995	299.5	0.00352	Cost reduced     at c2-dc2.
264	32	5	1	0.35035944266625907	0.005441	5.81E-4	0.7996	0.003995	299.5	0.00352	Cost reduced     at cs1+dcs1.
265	32	6	1	0.35021019864504116	0.005441	5.81E-4	0.7996	0.003996	299.5	0.00352	Cost reduced     at cs2+dcs2.
266	32	7	1	0.3502099424729514	0.005441	5.81E-4	0.7996	0.003996	299.6	0.00352	Cost reduced     at RPar+dRPar.
267	32	8	1	0.3499145306492127	0.005441	5.81E-4	0.7996	0.003996	299.6	0.00353	Cost reduced     at RSer+dRSer.
267	32	9	1	0.3499145306492127	0.005441	5.81E-4	0.7996	0.003996	299.6	0.00353	Global search reduced cost.
268	33	1	1	0.34510747407846154	0.005443	5.7E-4	0.8027	0.004027	302.7	0.00343	Exploration base, Delta = 1.0.
269	33	2	1	0.34521957928116376	0.005442	5.7E-4	0.8027	0.004027	302.7	0.00343	Cost not reduced at c1-dc1.
270	33	3	1	0.3450014929916283	0.005444	5.7E-4	0.8027	0.004027	302.7	0.00343	Cost reduced     at c1+dc1.
271	33	4	1	0.34502968008106694	0.005444	5.69E-4	0.8027	0.004027	302.7	0.00343	Cost not reduced at c2-dc2.
272	33	5	1	0.34498334377274	0.005444	5.71E-4	0.8027	0.004027	302.7	0.00343	Cost reduced     at c2+dc2.
273	33	6	1	0.34487863815339376	0.005444	5.71E-4	0.8028	0.004027	302.7	0.00343	Cost reduced     at cs1+dcs1.
274	33	7	1	0.34473752369201593	0.005444	5.71E-4	0.8028	0.004028	302.7	0.00343	Cost reduced     at cs2+dcs2.
275	33	8	1	0.34473725365206864	0.005444	5.71E-4	0.8028	0.004028	302.8	0.00343	Cost reduced     at RPar+dRPar.
276	33	9	1	0.3444586368718805	0.005444	5.71E-4	0.8028	0.004028	302.8	0.00344	Cost reduced     at RSer+dRSer.
276	33	10	1	0.3444586368718805	0.005444	5.71E-4	0.8028	0.004028	302.8	0.00344	Global search reduced cost.
277	34	1	1	0.3396764043250253	0.005447	5.61E-4	0.806	0.00406	306.0	0.00335	Exploration base, Delta = 1.0.
278	34	2	1	0.3396186011221935	0.005448	5.61E-4	0.806	0.00406	306.0	0.00335	Cost reduced     at c1+dc1.
279	34	3	1	0.3396166782684161	0.005448	5.62E-4	0.806	0.00406	306.0	0.00335	Cost reduced     at c2+dc2.
280	34	4	1	0.3395177102432713	0.005448	5.62E-4	0.8061	0.00406	306.0	0.00335	Cost reduced     at cs1+dcs1.
281	34	5	1	0.33938577260824754	0.005448	5.62E-4	0.8061	0.004061	306.0	0.00335	Cost reduced     at cs2+dcs2.
282	34	6	1	0.3393855156417763	0.005448	5.62E-4	0.8061	0.004061	306.1	0.00335	Cost reduced     at RPar+dRPar.
283	34	7	1	0.33910742934508514	0.005448	5.62E-4	0.8061	0.004061	306.1	0.00336	Cost reduced     at RSer+dRSer.
283	34	8	1	0.33910742934508514	0.005448	5.62E-4	0.8061	0.004061	306.1	0.00336	Global search reduced cost.
284	35	1	1	0.33377397759214833	0.005452	5.53E-4	0.8094	0.004094	309.4	0.00328	Exploration base, Delta = 1.0.
285	35	2	1	0.33368075841568706	0.005453	5.53E-4	0.8094	0.004094	309.4	0.00328	Cost reduced     at c1+dc1.
286	35	3	1	0.33371972861519333	0.005453	5.54E-4	0.8094	0.004094	309.4	0.00328	Cost not reduced at c2+dc2.
287	35	4	1	0.33364927850838194	0.005453	5.52E-4	0.8094	0.004094	309.4	0.00328	Cost reduced     at c2-dc2.
288	35	5	1	0.3335564630282826	0.005453	5.52E-4	0.8095	0.004094	309.4	0.00328	Cost reduced     at cs1+dcs1.
289	35	6	1	0.3334447489012247	0.005453	5.52E-4	0.8095	0.004095	309.4	0.00328	Cost reduced     at cs2+dcs2.
290	35	7	1	0.3334445046224085	0.005453	5.52E-4	0.8095	0.004095	309.5	0.00328	Cost reduced     at RPar+dRPar.
291	35	8	1	0.3332030785446968	0.005453	5.52E-4	0.8095	0.004095	309.5	0.00329	Cost reduced     at RSer+dRSer.
291	35	9	1	0.3332030785446968	0.005453	5.52E-4	0.8095	0.004095	309.5	0.00329	Global search reduced cost.
292	36	1	1	0.3282995757496809	0.005458	5.42E-4	0.8129	0.004129	312.9	0.00322	Exploration base, Delta = 1.0.
293	36	2	1	0.32845348574897987	0.005459	5.42E-4	0.8129	0.004129	312.9	0.00322	Cost not reduced at c1+dc1.
294	36	3	1	0.32821403206396643	0.005457	5.42E-4	0.8129	0.004129	312.9	0.00322	Cost reduced     at c1-dc1.
295	36	4	1	0.32820572367668277	0.005457	5.41E-4	0.8129	0.004129	312.9	0.00322	Cost reduced     at c2-dc2.
296	36	5	1	0.32812410106646245	0.005457	5.41E-4	0.813	0.004129	312.9	0.00322	Cost reduced     at cs1+dcs1.
297	36	6	1	0.32803044739201515	0.005457	5.41E-4	0.813	0.00413	312.9	0.00322	Cost reduced     at cs2+dcs2.
298	36	7	1	0.32803016834601445	0.005457	5.41E-4	0.813	0.00413	313.0	0.00322	Cost reduced     at RPar+dRPar.
299	36	8	1	0.32787750104425795	0.005457	5.41E-4	0.813	0.00413	313.0	0.00323	Cost reduced     at RSer+dRSer.
299	36	9	1	0.32787750104425795	0.005457	5.41E-4	0.813	0.00413	313.0	0.00323	Global search reduced cost.
300	37	1	1	0.32336021263545933	0.005461	5.3E-4	0.8165	0.004165	316.5	0.00317	Exploration base, Delta = 1.0.
301	37	2	1	0.3236980422018394	0.00546	5.3E-4	0.8165	0.004165	316.5	0.00317	Cost not reduced at c1-dc1.
302	37	3	1	0.3233494746832996	0.005462	5.3E-4	0.8165	0.004165	316.5	0.00317	Cost reduced     at c1+dc1.
303	37	4	1	0.3233472049236894	0.005462	5.29E-4	0.8165	0.004165	316.5	0.00317	Cost reduced     at c2-dc2.
304	37	5	1	0.32327593061712345	0.005462	5.29E-4	0.8166	0.004165	316.5	0.00317	Cost reduced     at cs1+dcs1.
305	37	6	1	0.32339690663314324	0.005462	5.29E-4	0.8166	0.004166	316.5	0.00317	Cost not reduced at cs2+dcs2.
306	37	7	1	0.3233407399968691	0.005462	5.29E-4	0.8166	0.004164	316.5	0.00317	Cost not reduced at cs2-dcs2.
307	37	8	1	0.32327561758889145	0.005462	5.29E-4	0.8166	0.004165	316.6	0.00317	Cost reduced     at RPar+dRPar.
308	37	9	1	0.32320731210234027	0.005462	5.29E-4	0.8166	0.004165	316.6	0.00318	Cost reduced     at RSer+dRSer.
308	37	10	1	0.32320731210234027	0.005462	5.29E-4	0.8166	0.004165	316.6	0.00318	Global search reduced cost.
309	38	1	1	0.31950203249434395	0.005467	5.17E-4	0.8202	0.0042	320.2	0.00313	Exploration base, Delta = 1.0.
310	38	2	1	0.3195271217867315	0.005468	5.17E-4	0.8202	0.0042	320.2	0.00313	Cost not reduced at c1+dc1.
311	38	3	1	0.31957597064138255	0.005466	5.17E-4	0.8202	0.0042	320.2	0.00313	Cost not reduced at c1-dc1.
312	38	4	1	0.3195196666835305	0.005467	5.16E-4	0.8202	0.0042	320.2	0.00313	Cost not reduced at c2-dc2.
313	38	5	1	0.31949225952901306	0.005467	5.18E-4	0.8202	0.0042	320.2	0.00313	Cost reduced     at c2+dc2.
314	38	6	1	0.3194379127224007	0.005467	5.18E-4	0.8203	0.0042	320.2	0.00313	Cost reduced     at cs1+dcs1.
315	38	7	1	0.31940855873374024	0.005467	5.18E-4	0.8203	0.004201	320.2	0.00313	Cost reduced     at cs2+dcs2.
316	38	8	1	0.31940821935873037	0.005467	5.18E-4	0.8203	0.004201	320.3	0.00313	Cost reduced     at RPar+dRPar.
317	38	9	1	0.31941374037217934	0.005467	5.18E-4	0.8203	0.004201	320.3	0.00314	Cost not reduced at RSer+dRSer.
318	38	10	1	0.3194415663014776	0.005467	5.18E-4	0.8203	0.004201	320.3	0.00312	Cost not reduced at RSer-dRSer.
316	38	11	1	0.31940821935873037	0.005467	5.18E-4	0.8203	0.004201	320.3	0.00313	Global search reduced cost.
319	39	1	1	0.31654868909536743	0.005472	5.07E-4	0.824	0.004237	324.0	0.00308	Exploration base, Delta = 1.0.
320	39	2	1	0.31654965432348686	0.005473	5.07E-4	0.824	0.004237	324.0	0.00308	Cost not reduced at c1+dc1.
321	39	3	1	0.3165951308296763	0.005471	5.07E-4	0.824	0.004237	324.0	0.00308	Cost not reduced at c1-dc1.
322	39	4	1	0.31654397974470655	0.005472	5.08E-4	0.824	0.004237	324.0	0.00308	Cost reduced     at c2+dc2.
323	39	5	1	0.3165020790848713	0.005472	5.08E-4	0.8241	0.004237	324.0	0.00308	Cost reduced     at cs1+dcs1.
324	39	6	1	0.316501605159047	0.005472	5.08E-4	0.8241	0.004238	324.0	0.00308	Cost reduced     at cs2+dcs2.
325	39	7	1	0.31650125153097014	0.005472	5.08E-4	0.8241	0.004238	324.1	0.00308	Cost reduced     at RPar+dRPar.
326	39	8	1	0.31659973200580516	0.005472	5.08E-4	0.8241	0.004238	324.1	0.00309	Cost not reduced at RSer+dRSer.
327	39	9	1	0.3164042038787907	0.005472	5.08E-4	0.8241	0.004238	324.1	0.00307	Cost reduced     at RSer-dRSer.
327	39	10	1	0.3164042038787907	0.005472	5.08E-4	0.8241	0.004238	324.1	0.00307	Global search reduced cost.
328	40	1	1	0.31440993972389236	0.005477	4.98E-4	0.8279	0.004275	327.9	0.00301	Exploration base, Delta = 1.0.
329	40	2	1	0.314503561588419	0.005478	4.98E-4	0.8279	0.004275	327.9	0.00301	Cost not reduced at c1+dc1.
330	40	3	1	0.3143971378232361	0.005476	4.98E-4	0.8279	0.004275	327.9	0.00301	Cost reduced     at c1-dc1.
331	40	4	1	0.31440142532250526	0.005476	4.99E-4	0.8279	0.004275	327.9	0.00301	Cost not reduced at c2+dc2.
332	40	5	1	0.3144130904394259	0.005476	4.97E-4	0.8279	0.004275	327.9	0.00301	Cost not reduced at c2-dc2.
333	40	6	1	0.31436790737573905	0.005476	4.98E-4	0.828	0.004275	327.9	0.00301	Cost reduced     at cs1+dcs1.
334	40	7	1	0.3143962087949004	0.005476	4.98E-4	0.828	0.004276	327.9	0.00301	Cost not reduced at cs2+dcs2.
335	40	8	1	0.31434085134816725	0.005476	4.98E-4	0.828	0.004274	327.9	0.00301	Cost reduced     at cs2-dcs2.
336	40	9	1	0.31434047906345747	0.005476	4.98E-4	0.828	0.004274	328.0	0.00301	Cost reduced     at RPar+dRPar.
337	40	10	1	0.3142236620803719	0.005476	4.98E-4	0.828	0.004274	328.0	0.003	Cost reduced     at RSer-dRSer.
337	40	11	1	0.3142236620803719	0.005476	4.98E-4	0.828	0.004274	328.0	0.003	Global search reduced cost.
338	41	1	1	0.3131829073929088	0.00548	4.88E-4	0.8319	0.00431	331.9	0.00293	Exploration base, Delta = 1.0.
339	41	2	1	0.31320648600638007	0.005479	4.88E-4	0.8319	0.00431	331.9	0.00293	Cost not reduced at c1-dc1.
340	41	3	1	0.31318879346854755	0.005481	4.88E-4	0.8319	0.00431	331.9	0.00293	Cost not reduced at c1+dc1.
341	41	4	1	0.3131770884742379	0.00548	4.89E-4	0.8319	0.00431	331.9	0.00293	Cost reduced     at c2+dc2.
342	41	5	1	0.3131559213875877	0.00548	4.89E-4	0.832	0.00431	331.9	0.00293	Cost reduced     at cs1+dcs1.
343	41	6	1	0.3131139791297362	0.00548	4.89E-4	0.832	0.004309	331.9	0.00293	Cost reduced     at cs2-dcs2.
344	41	7	1	0.3131136135915275	0.00548	4.89E-4	0.832	0.004309	332.0	0.00293	Cost reduced     at RPar+dRPar.
345	41	8	1	0.3132670006912758	0.00548	4.89E-4	0.832	0.004309	332.0	0.00292	Cost not reduced at RSer-dRSer.
346	41	9	1	0.3133104153866066	0.00548	4.89E-4	0.832	0.004309	332.0	0.00294	Cost not reduced at RSer+dRSer.
344	41	10	1	0.3131136135915275	0.00548	4.89E-4	0.832	0.004309	332.0	0.00293	Global search reduced cost.
347	42	1	1	0.3135661539540922	0.005484	4.8E-4	0.836	0.004344	336.0	0.00286	Exploration base, Delta = 1.0.
348	42	2	1	0.3135950435118592	0.005483	4.8E-4	0.836	0.004344	336.0	0.00286	Cost not reduced at c1-dc1.
349	42	3	1	0.31359663230544343	0.005485	4.8E-4	0.836	0.004344	336.0	0.00286	Cost not reduced at c1+dc1.
350	42	4	1	0.3135687976583627	0.005484	4.81E-4	0.836	0.004344	336.0	0.00286	Cost not reduced at c2+dc2.
351	42	5	1	0.313571540472994	0.005484	4.79E-4	0.836	0.004344	336.0	0.00286	Cost not reduced at c2-dc2.
352	42	6	1	0.31355920117433095	0.005484	4.8E-4	0.8361	0.004344	336.0	0.00286	Cost reduced     at cs1+dcs1.
353	42	7	1	0.31348944046661614	0.005484	4.8E-4	0.8361	0.004343	336.0	0.00286	Cost reduced     at cs2-dcs2.
354	42	8	1	0.3134890680282772	0.005484	4.8E-4	0.8361	0.004343	336.1	0.00286	Cost reduced     at RPar+dRPar.
355	42	9	1	0.313252258050226	0.005484	4.8E-4	0.8361	0.004343	336.1	0.00285	Cost reduced     at RSer-dRSer.
356	42	10	1	0.3131393152783393	0.005479	4.89E-4	0.832	0.004309	332.0	0.00293	Cost not reduced at c1-dc1.
357	42	11	1	0.31314027872868166	0.005481	4.89E-4	0.832	0.004309	332.0	0.00293	Cost not reduced at c1+dc1.
358	42	12	1	0.3131169363492337	0.00548	4.9E-4	0.832	0.004309	332.0	0.00293	Cost not reduced at c2+dc2.
359	42	13	1	0.3131183995910833	0.00548	4.88E-4	0.832	0.004309	332.0	0.00293	Cost not reduced at c2-dc2.
360	42	14	1	0.31309212690920873	0.00548	4.89E-4	0.8321	0.004309	332.0	0.00293	Cost reduced     at cs1+dcs1.
361	42	15	1	0.31305105303790154	0.00548	4.89E-4	0.8321	0.004308	332.0	0.00293	Cost reduced     at cs2-dcs2.
362	42	16	1	0.31305068918802575	0.00548	4.89E-4	0.8321	0.004308	332.1	0.00293	Cost reduced     at RPar+dRPar.
363	42	17	1	0.31320774881078156	0.00548	4.89E-4	0.8321	0.004308	332.1	0.00292	Cost not reduced at RSer-dRSer.
364	42	18	1	0.3132439337711987	0.00548	4.89E-4	0.8321	0.004308	332.1	0.00294	Cost not reduced at RSer+dRSer.
362	42	19	1	0.31305068918802575	0.00548	4.89E-4	0.8321	0.004308	332.1	0.00293	Local search reduced cost.
365	43	1	1	0.3129883174052385	0.00548	4.89E-4	0.8322	0.004307	332.2	0.00293	Exploration base, Delta = 1.0.
366	43	2	1	0.3130192319781753	0.005479	4.89E-4	0.8322	0.004307	332.2	0.00293	Cost not reduced at c1-dc1.
367	43	3	1	0.3130209901339689	0.005481	4.89E-4	0.8322	0.004307	332.2	0.00293	Cost not reduced at c1+dc1.
368	43	4	1	0.3129937219004486	0.00548	4.9E-4	0.8322	0.004307	332.2	0.00293	Cost not reduced at c2+dc2.
369	43	5	1	0.31299103011723234	0.00548	4.88E-4	0.8322	0.004307	332.2	0.00293	Cost not reduced at c2-dc2.
370	43	6	1	0.3129661859059714	0.00548	4.89E-4	0.8323	0.004307	332.2	0.00293	Cost reduced     at cs1+dcs1.
371	43	7	1	0.3129268609324494	0.00548	4.89E-4	0.8323	0.004306	332.2	0.00293	Cost reduced     at cs2-dcs2.
372	43	8	1	0.3129265004678767	0.00548	4.89E-4	0.8323	0.004306	332.3	0.00293	Cost reduced     at RPar+dRPar.
373	43	9	1	0.31309093832821866	0.00548	4.89E-4	0.8323	0.004306	332.3	0.00292	Cost not reduced at RSer-dRSer.
374	43	10	1	0.3131240413301242	0.00548	4.89E-4	0.8323	0.004306	332.3	0.00294	Cost not reduced at RSer+dRSer.
372	43	11	1	0.3129265004678767	0.00548	4.89E-4	0.8323	0.004306	332.3	0.00293	Global search reduced cost.
375	44	1	1	0.31279839352060684	0.00548	4.89E-4	0.8325	0.004304	332.5	0.00293	Exploration base, Delta = 1.0.
376	44	2	1	0.3128263175734388	0.005479	4.89E-4	0.8325	0.004304	332.5	0.00293	Cost not reduced at c1-dc1.
377	44	3	1	0.3128462864915261	0.005481	4.89E-4	0.8325	0.004304	332.5	0.00293	Cost not reduced at c1+dc1.
378	44	4	1	0.3128068767980121	0.00548	4.9E-4	0.8325	0.004304	332.5	0.00293	Cost not reduced at c2+dc2.
379	44	5	1	0.31280412319940354	0.00548	4.88E-4	0.8325	0.004304	332.5	0.00293	Cost not reduced at c2-dc2.
380	44	6	1	0.3127753101825988	0.00548	4.89E-4	0.8326	0.004304	332.5	0.00293	Cost reduced     at cs1+dcs1.
381	44	7	1	0.3127385506979252	0.00548	4.89E-4	0.8326	0.004303	332.5	0.00293	Cost reduced     at cs2-dcs2.
382	44	8	1	0.312738195221459	0.00548	4.89E-4	0.8326	0.004303	332.6	0.00293	Cost reduced     at RPar+dRPar.
